Race,Rank,PlusMinus,Driver,Points,Back,Starts,Pole,Win,Top5,Top10,StageWins,PlayoffPoints
31,23,-2,Matt DiBenedetto,592,-2522,31,0,0,3,7,0,0
31,24,0,Ty Dillon,536,-2578,31,0,0,1,3,2,0
31,25,0,Daniel Hemric,441,-2673,31,0,0,1,2,0,0
31,26,0,Bubba Wallace,433,-2681,31,0,0,1,1,0,0
31,27,1,Michael McDowell,428,-2686,31,0,0,2,2,0,0
31,28,-1,Ryan Preece,424,-2690,31,0,0,1,3,0,0
31,29,0,Corey LaJoie,364,-2750,31,0,0,0,2,0,0
31,30,1,Matt Tifft,340,-2774,31,0,0,0,1,0,0
31,31,-1,David Ragan,338,-2776,31,0,0,0,0,0,0
31,32,0,Reed Sorenson,108,-3006,21,0,0,0,0,0,0
31,33,0,Quin Houff,73,-3041,16,0,0,0,0,0,0
31,34,0,Jamie McMurray,19,-3095,1,0,0,0,0,0,0
31,35,0,Austin Theriault,17,-3097,5,0,0,0,0,0,0
31,36,0,Andy Seuss,9,-3105,1,0,0,0,0,0,0
31,37,0,Stanton Barrett,2,-3112,1,0,0,0,0,0,0
31,38,0,Casey Mears,1,-3113,1,0,0,0,0,0,0
31,39,0,Justin Haley,0,-3114,3,0,1,1,1,0,0
31,40,0,Brendan Gaughan,0,-3114,4,0,0,0,1,0,0
31,41,0,Tyler Reddick,0,-3114,2,0,0,0,1,0,0
31,42,0,Ross Chastain,0,-3114,30,0,0,0,1,0,0
31,43,0,Landon Cassill,0,-3114,31,0,0,0,0,0,0
31,44,0,JJ Yeley,0,-3114,10,0,0,0,0,0,0
31,45,0,Parker Kligerman,0,-3114,12,0,0,0,0,0,0
31,46,0,BJ McLeod,0,-3114,16,0,0,0,0,0,0
31,47,0,Jeffrey Earnhardt,0,-3114,1,0,0,0,0,0,0
31,48,0,Ryan Sieg,0,-3114,1,0,0,0,0,0,0
31,49,0,Bayley Currey,0,-3114,9,0,0,0,0,0,0
31,50,0,Joey Gase,0,-3114,9,0,0,0,0,0,0
31,51,0,Garrett Smithley,0,-3114,10,0,0,0,0,0,0
31,52,0,Cody Ware,0,-3114,13,0,0,0,0,0,0
31,53,0,Josh Bilicki,0,-3114,7,0,0,0,0,0,0
31,54,0,Joe Nemechek,0,-3114,4,0,0,0,0,0,0
31,55,0,Timmy Hill,0,-3114,4,0,0,0,0,0,0
31,56,0,Jeb Burton,0,-3114,2,0,0,0,0,0,0
31,57,0,Kyle Weatherman,0,-3114,2,0,0,0,0,0,0
31,58,6,Blake Jones,0,-3114,1,0,0,0,0,0,0
31,59,-1,DJ Kennington,0,-3114,1,0,0,0,0,0,0
31,60,-1,Spencer Boyd,0,-3114,3,0,0,0,0,0,0
31,61,-1,Gray Gaulding,0,-3114,1,0,0,0,0,0,0
31,62,-1,Ryan Truex,0,-3114,0,0,0,0,0,0,0
32,1,0,Denny Hamlin,3167,0,32,2,5,17,21,5,37
32,2,0,"Martin Truex, Jr.",3152,-15,32,0,6,13,20,6,42
32,3,0,Kyle Busch,3140,-27,32,0,4,15,24,11,46
32,4,0,Kevin Harvick,3127,-40,32,5,3,12,22,5,28
32,5,1,Joey Logano,3110,-57,32,3,2,10,17,10,30
32,6,4,Chase Elliott,3104,-63,32,4,3,11,15,5,24
32,7,-2,Brad Keselowski,3101,-66,32,3,3,12,17,4,24
32,8,-1,Kyle Larson,3092,-75,32,1,1,7,15,5,11
32,9,3,William Byron,3088,-79,32,5,0,4,12,2,2
32,10,-1,Ryan Blaney,3085,-82,32,1,1,9,15,2,9
32,11,-3,Alex Bowman,3084,-83,32,0,1,6,10,0,5
32,12,-1,Clint Bowyer,3083,-84,32,1,0,7,16,1,1
32,13,0,Aric Almirola,2148,-1019,32,1,0,2,11,1,1
32,14,1,Kurt Busch,2130,-1037,32,0,1,6,16,3,11
32,15,-1,Ryan Newman,2121,-1046,32,0,0,3,12,0,0
32,16,0,Erik Jones,2072,-1095,32,0,1,9,14,0,5
32,17,0,Jimmie Johnson,772,-2395,32,1,0,3,12,1,0
32,18,0,Daniel Suarez,757,-2410,32,1,0,3,10,0,0
32,19,0,Paul Menard,699,-2468,32,0,0,0,4,0,0
32,20,0,Chris Buescher,644,-2523,32,0,0,0,4,0,0
32,21,0,"Ricky Stenhouse, Jr.",620,-2547,32,0,0,1,3,0,0
32,22,1,Matt DiBenedetto,614,-2553,32,0,0,3,7,0,0
32,23,-1,Austin Dillon,613,-2554,32,3,0,0,5,2,0
32,24,0,Ty Dillon,551,-2616,32,0,0,1,3,2,0
32,25,3,Ryan Preece,449,-2718,32,0,0,1,3,0,0
32,26,-1,Daniel Hemric,447,-2720,32,1,0,1,2,0,0
32,27,0,Michael McDowell,441,-2726,32,0,0,2,2,0,0
32,28,-2,Bubba Wallace,435,-2732,32,0,0,1,1,0,0
32,29,0,Corey LaJoie,373,-2794,32,0,0,0,2,0,0
32,30,0,Matt Tifft,352,-2815,32,0,0,0,1,0,0
32,31,0,David Ragan,349,-2818,32,0,0,0,0,0,0
32,32,0,Reed Sorenson,112,-3055,22,0,0,0,0,0,0
32,33,0,Quin Houff,73,-3094,16,0,0,0,0,0,0
32,34,0,Jamie McMurray,19,-3148,1,0,0,0,0,0,0
32,35,0,Austin Theriault,17,-3150,5,0,0,0,0,0,0
32,36,0,Andy Seuss,9,-3158,1,0,0,0,0,0,0
32,37,0,Blake Jones,6,-3161,1,0,0,0,0,0,0
32,38,0,Stanton Barrett,2,-3165,1,0,0,0,0,0,0
32,39,0,Casey Mears,1,-3166,1,0,0,0,0,0,0
32,40,0,Justin Haley,0,-3167,3,0,1,1,1,0,0
32,41,0,Brendan Gaughan,0,-3167,4,0,0,0,1,0,0
32,42,0,Tyler Reddick,0,-3167,2,0,0,0,1,0,0
32,43,0,Ross Chastain,0,-3167,31,0,0,0,1,0,0
32,44,0,Landon Cassill,0,-3167,32,0,0,0,0,0,0
32,45,0,JJ Yeley,0,-3167,11,0,0,0,0,0,0
32,46,0,Parker Kligerman,0,-3167,13,0,0,0,0,0,0
32,47,0,BJ McLeod,0,-3167,16,0,0,0,0,0,0
32,48,0,Jeffrey Earnhardt,0,-3167,1,0,0,0,0,0,0
32,49,0,Ryan Sieg,0,-3167,1,0,0,0,0,0,0
32,50,0,Bayley Currey,0,-3167,9,0,0,0,0,0,0
32,51,0,Joey Gase,0,-3167,10,0,0,0,0,0,0
32,52,0,Garrett Smithley,0,-3167,11,0,0,0,0,0,0
32,53,0,Cody Ware,0,-3167,13,0,0,0,0,0,0
32,54,0,Josh Bilicki,0,-3167,8,0,0,0,0,0,0
32,55,0,Joe Nemechek,0,-3167,4,0,0,0,0,0,0
32,56,0,Timmy Hill,0,-3167,5,0,0,0,0,0,0
32,57,0,Jeb Burton,0,-3167,2,0,0,0,0,0,0
32,58,0,Kyle Weatherman,0,-3167,2,0,0,0,0,0,0
32,59,0,DJ Kennington,0,-3167,1,0,0,0,0,0,0
32,60,0,Spencer Boyd,0,-3167,3,0,0,0,0,0,0
32,61,0,Gray Gaulding,0,-3167,1,0,0,0,0,0,0
32,62,0,Ryan Truex,0,-3167,0,0,0,0,0,0,0
33,1,1,"Martin Truex, Jr.",4102,0,33,0,7,14,21,8,42
33,2,1,Denny Hamlin,4082,-20,33,3,5,18,22,5,37
33,3,-2,Kyle Busch,4075,-27,33,0,4,15,24,11,46
33,4,0,Joey Logano,4072,-30,33,3,2,10,18,10,30
33,5,0,Kevin Harvick,4058,-44,33,5,3,12,23,5,28
33,6,2,Ryan Blaney,4057,-45,33,1,1,10,16,2,9
33,7,0,Kyle Larson,4048,-54,33,1,1,7,16,5,11
33,8,-2,Chase Elliott,4028,-74,33,4,3,11,15,5,24
33,9,0,Brad Keselowski,2264,-1838,33,3,3,13,18,4,24
33,10,0,William Byron,2226,-1876,33,5,0,5,13,2,1
33,11,0,Clint Bowyer,2190,-1912,33,1,0,7,16,1,0
33,12,0,Alex Bowman,2172,-1930,33,0,1,6,10,0,5
33,13,1,Kurt Busch,2161,-1941,33,0,1,6,17,3,11
33,14,-1,Aric Almirola,2159,-1943,33,1,0,2,11,1,1
33,15,0,Ryan Newman,2148,-1954,33,0,0,3,13,0,0
33,16,0,Erik Jones,2091,-2011,33,0,1,9,14,0,5
33,17,0,Jimmie Johnson,773,-3329,33,1,0,3,12,1,0
33,18,0,Daniel Suarez,764,-3338,33,1,0,3,10,0,0
33,19,0,Paul Menard,715,-3387,33,0,0,0,4,0,0
33,20,0,Chris Buescher,669,-3433,33,0,0,0,4,0,0
33,21,0,"Ricky Stenhouse, Jr.",642,-3460,33,0,0,1,3,0,0
33,22,0,Matt DiBenedetto,635,-3467,33,0,0,3,7,0,0
33,23,0,Austin Dillon,628,-3474,33,3,0,0,5,2,0
33,24,0,Ty Dillon,564,-3538,33,0,0,1,3,2,0
33,25,0,Ryan Preece,467,-3635,33,0,0,1,3,0,0
33,26,0,Daniel Hemric,467,-3635,33,1,0,1,2,0,0
33,27,1,Bubba Wallace,459,-3643,33,0,0,1,1,0,0
33,28,-1,Michael McDowell,455,-3647,33,0,0,2,2,0,0
33,29,0,Corey LaJoie,392,-3710,33,0,0,0,2,0,0
33,30,1,David Ragan,375,-3727,33,0,0,0,0,0,0
33,31,-1,Matt Tifft,352,-3750,32,0,0,0,1,0,0
33,32,0,Reed Sorenson,116,-3986,23,0,0,0,0,0,0
33,33,0,Quin Houff,73,-4029,16,0,0,0,0,0,0
33,34,0,Jamie McMurray,19,-4083,1,0,0,0,0,0,0
33,35,0,Austin Theriault,17,-4085,5,0,0,0,0,0,0
33,36,0,Andy Seuss,9,-4093,1,0,0,0,0,0,0
33,37,0,Blake Jones,6,-4096,1,0,0,0,0,0,0
33,38,0,Stanton Barrett,2,-4100,1,0,0,0,0,0,0
33,39,0,Casey Mears,1,-4101,1,0,0,0,0,0,0
33,40,0,Justin Haley,0,-4102,3,0,1,1,1,0,0
33,41,0,Brendan Gaughan,0,-4102,4,0,0,0,1,0,0
33,42,0,Tyler Reddick,0,-4102,2,0,0,0,1,0,0
33,43,0,Ross Chastain,0,-4102,32,0,0,0,1,0,0
33,44,0,Landon Cassill,0,-4102,33,0,0,0,0,0,0
33,45,0,JJ Yeley,0,-4102,12,0,0,0,0,0,0
33,46,0,Parker Kligerman,0,-4102,13,0,0,0,0,0,0
33,47,0,BJ McLeod,0,-4102,17,0,0,0,0,0,0
33,48,0,Jeffrey Earnhardt,0,-4102,1,0,0,0,0,0,0
33,49,0,Ryan Sieg,0,-4102,1,0,0,0,0,0,0
33,50,0,Bayley Currey,0,-4102,9,0,0,0,0,0,0
33,51,0,Matt Crafton,0,-4102,1,0,0,0,0,0,0
33,52,-1,Joey Gase,0,-4102,11,0,0,0,0,0,0
33,53,-1,Garrett Smithley,0,-4102,12,0,0,0,0,0,0
33,54,-1,Cody Ware,0,-4102,13,0,0,0,0,0,0
33,55,-1,Josh Bilicki,0,-4102,8,0,0,0,0,0,0
33,56,-1,Joe Nemechek,0,-4102,4,0,0,0,0,0,0
33,57,-1,Timmy Hill,0,-4102,6,0,0,0,0,0,0
33,58,-1,Jeb Burton,0,-4102,2,0,0,0,0,0,0
33,59,-1,Kyle Weatherman,0,-4102,2,0,0,0,0,0,0
33,60,-1,DJ Kennington,0,-4102,1,0,0,0,0,0,0
33,61,-1,Spencer Boyd,0,-4102,3,0,0,0,0,0,0
33,62,-1,Gray Gaulding,0,-4102,1,0,0,0,0,0,0
33,63,-1,Ryan Truex,0,-4102,1,0,0,0,0,0,0
