Race,Rank,PlusMinus,Driver,Points,Back,Starts,Pole,Win,Top5,Top10,StageWins,PlayoffPoints
17,31,0,Matt Tifft,153,-524,17,0,0,0,0,0,0
17,32,0,Reed Sorenson,51,-626,10,0,0,0,0,0,0
17,33,0,Quin Houff,42,-635,9,0,0,0,0,0,0
17,34,0,Jamie McMurray,19,-658,1,0,0,0,0,0,0
17,35,0,JJ Yeley,4,-673,2,0,0,0,0,0,0
17,36,0,Stanton Barrett,2,-675,1,0,0,0,0,0,0
17,37,0,Casey Mears,1,-676,1,0,0,0,0,0,0
17,38,0,Brendan Gaughan,0,-677,2,0,0,0,1,0,0
17,39,0,Tyler Reddick,0,-677,2,0,0,0,1,0,0
17,40,0,Ross Chastain,0,-677,16,0,0,0,1,0,0
17,41,0,Parker Kligerman,0,-677,7,0,0,0,0,0,0
17,42,0,BJ McLeod,0,-677,8,0,0,0,0,0,0
17,43,0,Jeffrey Earnhardt,0,-677,1,0,0,0,0,0,0
17,44,0,Landon Cassill,0,-677,17,0,0,0,0,0,0
17,45,0,Bayley Currey,0,-677,8,0,0,0,0,0,0
17,46,0,Cody Ware,0,-677,11,0,0,0,0,0,0
17,47,0,Garrett Smithley,0,-677,4,0,0,0,0,0,0
17,48,0,Jeb Burton,0,-677,2,0,0,0,0,0,0
17,49,0,Joey Gase,0,-677,5,0,0,0,0,0,0
17,50,0,Justin Haley,0,-677,2,0,0,0,0,0,0
17,51,0,DJ Kennington,0,-677,1,0,0,0,0,0,0
17,52,0,Josh Bilicki,0,-677,2,0,0,0,0,0,0
17,53,0,Timmy Hill,0,-677,3,0,0,0,0,0,0
17,54,0,Gray Gaulding,0,-677,1,0,0,0,0,0,0
17,55,0,Kyle Weatherman,0,-677,1,0,0,0,0,0,0
17,56,0,Ryan Truex,0,-677,0,0,0,0,0,0,0
18,1,0,Joey Logano,700,0,18,3,2,9,12,7,17
18,2,0,Kyle Busch,682,-18,18,0,4,10,15,5,25
18,3,1,Kevin Harvick,625,-75,18,3,0,5,11,4,4
18,4,-1,Brad Keselowski,613,-87,18,0,3,7,9,4,19
18,5,0,"Martin Truex, Jr.",597,-103,18,0,4,7,11,2,22
18,6,0,Denny Hamlin,588,-112,18,0,2,7,10,3,13
18,7,0,Chase Elliott,585,-115,18,2,1,6,7,2,7
18,8,0,Kurt Busch,564,-136,18,0,0,4,10,0,0
18,9,0,Alex Bowman,534,-166,18,0,1,4,6,0,5
18,10,1,Aric Almirola,512,-188,18,1,0,1,10,0,0
18,11,-1,Ryan Blaney,508,-192,18,1,0,5,7,2,2
18,12,0,William Byron,498,-202,18,3,0,1,6,1,1
18,13,1,Jimmie Johnson,474,-226,18,1,0,3,8,0,0
18,14,-1,Kyle Larson,473,-227,18,1,0,2,6,3,3
18,15,1,Clint Bowyer,444,-256,18,0,0,5,8,0,0
18,16,2,Ryan Newman,443,-257,18,0,0,1,6,0,0
18,17,-2,Daniel Suarez,440,-260,18,0,0,2,6,0,0
18,18,-1,Erik Jones,430,-270,18,0,0,4,8,0,0
18,19,0,"Ricky Stenhouse, Jr.",398,-302,18,0,0,1,2,0,0
18,20,0,Paul Menard,390,-310,18,0,0,0,2,0,0
18,21,1,Chris Buescher,369,-331,18,0,0,0,3,0,0
18,22,-1,Austin Dillon,366,-334,18,3,0,0,3,2,2
18,23,0,Ty Dillon,310,-390,18,0,0,1,2,2,2
18,24,0,Daniel Hemric,293,-407,18,0,0,1,1,0,0
18,25,0,Matt DiBenedetto,276,-424,18,0,0,1,2,0,0
18,26,0,Ryan Preece,235,-465,18,0,0,1,2,0,0
18,27,1,Michael McDowell,222,-478,18,0,0,1,1,0,0
18,28,1,Bubba Wallace,218,-482,18,0,0,0,0,0,0
18,29,1,Corey LaJoie,213,-487,18,0,0,0,1,0,0
18,30,-3,David Ragan,208,-492,18,0,0,0,0,0,0
18,31,0,Matt Tifft,181,-519,18,0,0,0,1,0,0
18,32,0,Reed Sorenson,51,-649,10,0,0,0,0,0,0
18,33,0,Quin Houff,43,-657,10,0,0,0,0,0,0
18,34,1,JJ Yeley,29,-671,3,0,0,0,0,0,0
18,35,-1,Jamie McMurray,19,-681,1,0,0,0,0,0,0
18,36,0,Stanton Barrett,2,-698,1,0,0,0,0,0,0
18,37,0,Casey Mears,1,-699,1,0,0,0,0,0,0
18,38,12,Justin Haley,0,-700,3,0,1,1,1,0,0
18,39,-1,Brendan Gaughan,0,-700,3,0,0,0,1,0,0
18,40,-1,Tyler Reddick,0,-700,2,0,0,0,1,0,0
18,41,-1,Ross Chastain,0,-700,17,0,0,0,1,0,0
18,42,2,Landon Cassill,0,-700,18,0,0,0,0,0,0
18,43,-2,Parker Kligerman,0,-700,8,0,0,0,0,0,0
18,44,-2,BJ McLeod,0,-700,9,0,0,0,0,0,0
18,45,-2,Jeffrey Earnhardt,0,-700,1,0,0,0,0,0,0
18,46,-1,Bayley Currey,0,-700,8,0,0,0,0,0,0
18,47,2,Joey Gase,0,-700,6,0,0,0,0,0,0
18,48,-2,Cody Ware,0,-700,11,0,0,0,0,0,0
18,49,-2,Garrett Smithley,0,-700,4,0,0,0,0,0,0
18,50,-2,Jeb Burton,0,-700,2,0,0,0,0,0,0
18,51,0,DJ Kennington,0,-700,1,0,0,0,0,0,0
18,52,0,Josh Bilicki,0,-700,2,0,0,0,0,0,0
18,53,0,Timmy Hill,0,-700,3,0,0,0,0,0,0
18,54,0,Gray Gaulding,0,-700,1,0,0,0,0,0,0
18,55,0,Kyle Weatherman,0,-700,1,0,0,0,0,0,0
18,56,0,Ryan Truex,0,-700,0,0,0,0,0,0,0
19,1,0,Joey Logano,746,0,19,3,2,9,13,7,17
19,2,0,Kyle Busch,735,-11,19,0,4,11,16,6,26
19,3,0,Kevin Harvick,645,-101,19,3,0,5,11,4,4
19,4,0,Brad Keselowski,630,-116,19,0,3,7,9,4,19
19,5,1,Denny Hamlin,627,-119,19,0,2,8,11,3,13
19,6,-1,"Martin Truex, Jr.",618,-128,19,0,4,7,11,2,22
19,7,1,Kurt Busch,618,-128,19,0,1,5,11,1,6
19,8,-1,Chase Elliott,607,-139,19,2,1,6,7,2,7
19,9,0,Alex Bowman,554,-192,19,0,1,4,6,0,5
19,10,0,Aric Almirola,542,-204,19,1,0,1,10,0,0
19,11,0,Ryan Blaney,535,-211,19,1,0,5,7,2,2
19,12,0,William Byron,517,-229,19,3,0,1,6,1,1
19,13,1,Kyle Larson,511,-235,19,1,0,3,7,3,3
19,14,1,Clint Bowyer,481,-265,19,0,0,5,9,0,0
19,15,-2,Jimmie Johnson,481,-265,19,1,0,3,8,0,0
19,16,2,Erik Jones,473,-273,19,0,0,5,9,0,0
19,17,-1,Ryan Newman,471,-275,19,0,0,1,7,0,0
19,18,-1,Daniel Suarez,469,-277,19,1,0,2,7,0,0
19,19,0,"Ricky Stenhouse, Jr.",427,-319,19,0,0,1,2,0,0
19,20,0,Paul Menard,419,-327,19,0,0,0,2,0,0
19,21,0,Chris Buescher,396,-350,19,0,0,0,4,0,0
19,22,0,Austin Dillon,376,-370,19,3,0,0,3,2,2
19,23,0,Ty Dillon,321,-425,19,0,0,1,2,2,2
19,24,0,Daniel Hemric,308,-438,19,0,0,1,1,0,0
19,25,0,Matt DiBenedetto,297,-449,19,0,0,1,2,0,0
19,26,0,Ryan Preece,251,-495,19,0,0,1,2,0,0
19,27,0,Michael McDowell,234,-512,19,0,0,1,1,0,0
19,28,0,Bubba Wallace,232,-514,19,0,0,0,0,0,0
19,29,0,Corey LaJoie,222,-524,19,0,0,0,1,0,0
19,30,0,David Ragan,216,-530,19,0,0,0,0,0,0
19,31,0,Matt Tifft,191,-555,19,0,0,0,1,0,0
19,32,0,Reed Sorenson,51,-695,10,0,0,0,0,0,0
19,33,0,Quin Houff,46,-700,11,0,0,0,0,0,0
19,34,0,JJ Yeley,29,-717,3,0,0,0,0,0,0
19,35,0,Jamie McMurray,19,-727,1,0,0,0,0,0,0
19,36,0,Stanton Barrett,2,-744,1,0,0,0,0,0,0
19,37,0,Casey Mears,1,-745,1,0,0,0,0,0,0
19,38,0,Justin Haley,0,-746,3,0,1,1,1,0,0
19,39,0,Brendan Gaughan,0,-746,3,0,0,0,1,0,0
19,40,0,Tyler Reddick,0,-746,2,0,0,0,1,0,0
19,41,0,Ross Chastain,0,-746,18,0,0,0,1,0,0
19,42,0,Landon Cassill,0,-746,19,0,0,0,0,0,0
19,43,0,Parker Kligerman,0,-746,8,0,0,0,0,0,0
19,44,0,BJ McLeod,0,-746,10,0,0,0,0,0,0
19,45,0,Jeffrey Earnhardt,0,-746,1,0,0,0,0,0,0
19,46,0,Bayley Currey,0,-746,9,0,0,0,0,0,0
19,47,0,Joey Gase,0,-746,6,0,0,0,0,0,0
19,48,0,Cody Ware,0,-746,11,0,0,0,0,0,0
19,49,0,Garrett Smithley,0,-746,4,0,0,0,0,0,0
19,50,0,Jeb Burton,0,-746,2,0,0,0,0,0,0
19,51,0,DJ Kennington,0,-746,1,0,0,0,0,0,0
19,52,0,Josh Bilicki,0,-746,2,0,0,0,0,0,0
19,53,0,Timmy Hill,0,-746,3,0,0,0,0,0,0
19,54,0,Gray Gaulding,0,-746,1,0,0,0,0,0,0
19,55,0,Kyle Weatherman,0,-746,1,0,0,0,0,0,0
19,56,0,Ryan Truex,0,-746,0,0,0,0,0,0,0
20,1,0,Joey Logano,783,0,20,3,2,9,14,7,17
20,2,0,Kyle Busch,780,-3,20,0,4,11,17,7,27
20,3,0,Kevin Harvick,691,-92,20,3,1,6,12,4,9
20,4,1,Denny Hamlin,669,-114,20,0,2,9,12,3,13
20,5,-1,Brad Keselowski,663,-120,20,1,3,7,10,4,19
20,6,0,"Martin Truex, Jr.",654,-129,20,0,4,7,12,2,22
20,7,0,Kurt Busch,638,-145,20,0,1,5,11,1,6
20,8,0,Chase Elliott,615,-168,20,2,1,6,7,2,7
20,9,1,Aric Almirola,586,-197,20,1,0,1,10,1,1
20,10,-1,Alex Bowman,577,-206,20,0,1,4,6,0,5
20,11,0,Ryan Blaney,572,-211,20,1,0,6,8,2,2
20,12,0,William Byron,549,-234,20,3,0,1,6,1,1
20,13,0,Kyle Larson,519,-264,20,1,0,3,7,3,3
20,14,1,Erik Jones,516,-267,20,0,0,6,10,0,0
20,15,1,Ryan Newman,509,-274,20,0,0,1,8,0,0
20,16,-2,Clint Bowyer,505,-278,20,0,0,5,9,0,0
20,17,-2,Jimmie Johnson,488,-295,20,1,0,3,8,0,0
20,18,0,Daniel Suarez,488,-295,20,1,0,2,7,0,0
20,19,1,Paul Menard,445,-338,20,0,0,0,2,0,0
20,20,-1,"Ricky Stenhouse, Jr.",428,-355,20,0,0,1,2,0,0
20,21,0,Chris Buescher,418,-365,20,0,0,0,4,0,0
20,22,0,Austin Dillon,381,-402,20,3,0,0,3,2,2
20,23,0,Ty Dillon,342,-441,20,0,0,1,2,2,2
20,24,1,Matt DiBenedetto,329,-454,20,0,0,2,3,0,0
20,25,-1,Daniel Hemric,309,-474,20,0,0,1,1,0,0
20,26,0,Ryan Preece,267,-516,20,0,0,1,2,0,0
20,27,0,Michael McDowell,254,-529,20,0,0,1,1,0,0
20,28,0,Bubba Wallace,247,-536,20,0,0,0,0,0,0
20,29,0,Corey LaJoie,236,-547,20,0,0,0,1,0,0
20,30,0,David Ragan,219,-564,20,0,0,0,0,0,0
20,31,0,Matt Tifft,204,-579,20,0,0,0,1,0,0
20,32,0,Reed Sorenson,61,-722,11,0,0,0,0,0,0
20,33,0,Quin Houff,55,-728,12,0,0,0,0,0,0
20,34,0,JJ Yeley,29,-754,3,0,0,0,0,0,0
20,35,0,Jamie McMurray,19,-764,1,0,0,0,0,0,0
20,36,22,Andy Seuss,9,-774,1,0,0,0,0,0,0
20,37,-1,Stanton Barrett,2,-781,1,0,0,0,0,0,0
20,38,20,Austin Theriault,2,-781,1,0,0,0,0,0,0
20,39,-2,Casey Mears,1,-782,1,0,0,0,0,0,0
20,40,-2,Justin Haley,0,-783,3,0,1,1,1,0,0
20,41,-2,Brendan Gaughan,0,-783,3,0,0,0,1,0,0
20,42,-2,Tyler Reddick,0,-783,2,0,0,0,1,0,0
20,43,-2,Ross Chastain,0,-783,19,0,0,0,1,0,0
20,44,-2,Landon Cassill,0,-783,20,0,0,0,0,0,0
20,45,-2,Parker Kligerman,0,-783,8,0,0,0,0,0,0
20,46,-2,BJ McLeod,0,-783,10,0,0,0,0,0,0
20,47,-2,Jeffrey Earnhardt,0,-783,1,0,0,0,0,0,0
20,48,-2,Bayley Currey,0,-783,9,0,0,0,0,0,0
20,49,-2,Joey Gase,0,-783,7,0,0,0,0,0,0
20,50,-2,Cody Ware,0,-783,11,0,0,0,0,0,0
20,51,-2,Garrett Smithley,0,-783,4,0,0,0,0,0,0
20,52,-2,Jeb Burton,0,-783,2,0,0,0,0,0,0
20,53,-2,DJ Kennington,0,-783,1,0,0,0,0,0,0
20,54,-2,Josh Bilicki,0,-783,2,0,0,0,0,0,0
20,55,-2,Timmy Hill,0,-783,3,0,0,0,0,0,0
20,56,-2,Gray Gaulding,0,-783,1,0,0,0,0,0,0
20,57,-2,Kyle Weatherman,0,-783,1,0,0,0,0,0,0
20,58,-2,Ryan Truex,0,-783,1,0,0,0,0,0,0
21,1,0,Joey Logano,824,0,21,3,2,9,14,7,17
21,2,0,Kyle Busch,818,-6,21,0,4,11,18,8,28
21,3,0,Kevin Harvick,739,-85,21,4,1,6,13,4,9
21,4,0,Denny Hamlin,722,-102,21,0,3,10,13,3,18
21,5,1,"Martin Truex, Jr.",701,-123,21,0,4,8,13,2,22
21,6,-1,Brad Keselowski,695,-129,21,1,3,7,11,4,19
21,7,0,Kurt Busch,650,-174,21,0,1,5,11,1,6
21,8,0,Chase Elliott,616,-208,21,2,1,6,7,2,7
21,9,0,Aric Almirola,614,-210,21,1,0,1,10,1,1
21,10,1,Ryan Blaney,599,-225,21,1,0,6,9,2,2
21,11,-1,Alex Bowman,596,-228,21,0,1,4,6,0,5
21,12,0,William Byron,582,-242,21,3,0,2,7,1,1
21,13,1,Erik Jones,559,-265,21,0,0,7,11,0,0
21,14,-1,Kyle Larson,557,-267,21,1,0,4,8,3,3
21,15,1,Clint Bowyer,532,-292,21,0,0,5,9,0,0
21,16,-1,Ryan Newman,532,-292,21,0,0,1,8,0,0
21,17,0,Jimmie Johnson,520,-304,21,1,0,3,8,1,1
21,18,0,Daniel Suarez,501,-323,21,1,0,2,7,0,0
21,19,0,Paul Menard,464,-360,21,0,0,0,2,0,0
21,20,0,"Ricky Stenhouse, Jr.",444,-380,21,0,0,1,2,0,0
21,21,0,Chris Buescher,439,-385,21,0,0,0,4,0,0
21,22,0,Austin Dillon,404,-420,21,3,0,0,3,2,2
21,23,0,Ty Dillon,350,-474,21,0,0,1,2,2,2
21,24,0,Matt DiBenedetto,349,-475,21,0,0,2,3,0,0
21,25,0,Daniel Hemric,339,-485,21,0,0,1,2,0,0
21,26,0,Ryan Preece,268,-556,21,0,0,1,2,0,0
21,27,0,Michael McDowell,266,-558,21,0,0,1,1,0,0
21,28,0,Bubba Wallace,262,-562,21,0,0,0,0,0,0
21,29,0,Corey LaJoie,247,-577,21,0,0,0,1,0,0
21,30,0,David Ragan,220,-604,21,0,0,0,0,0,0
21,31,0,Matt Tifft,218,-606,21,0,0,0,1,0,0
21,32,0,Reed Sorenson,66,-758,12,0,0,0,0,0,0
21,33,0,Quin Houff,58,-766,13,0,0,0,0,0,0
21,34,0,JJ Yeley,29,-795,3,0,0,0,0,0,0
21,35,0,Jamie McMurray,19,-805,1,0,0,0,0,0,0
21,36,0,Andy Seuss,9,-815,1,0,0,0,0,0,0
21,37,1,Austin Theriault,5,-819,2,0,0,0,0,0,0
21,38,-1,Stanton Barrett,2,-822,1,0,0,0,0,0,0
21,39,0,Casey Mears,1,-823,1,0,0,0,0,0,0
21,40,0,Justin Haley,0,-824,3,0,1,1,1,0,0
21,41,0,Brendan Gaughan,0,-824,3,0,0,0,1,0,0
21,42,0,Tyler Reddick,0,-824,2,0,0,0,1,0,0
21,43,0,Ross Chastain,0,-824,20,0,0,0,1,0,0
21,44,0,Landon Cassill,0,-824,21,0,0,0,0,0,0
21,45,0,Parker Kligerman,0,-824,8,0,0,0,0,0,0
21,46,0,BJ McLeod,0,-824,11,0,0,0,0,0,0
21,47,0,Jeffrey Earnhardt,0,-824,1,0,0,0,0,0,0
21,48,0,Bayley Currey,0,-824,9,0,0,0,0,0,0
21,49,0,Joey Gase,0,-824,6,0,0,0,0,0,0
21,50,0,Cody Ware,0,-824,11,0,0,0,0,0,0
21,51,0,Garrett Smithley,0,-824,4,0,0,0,0,0,0
21,52,0,Jeb Burton,0,-824,2,0,0,0,0,0,0
21,53,0,DJ Kennington,0,-824,1,0,0,0,0,0,0
21,54,0,Josh Bilicki,0,-824,3,0,0,0,0,0,0
21,55,0,Timmy Hill,0,-824,3,0,0,0,0,0,0
21,56,0,Gray Gaulding,0,-824,1,0,0,0,0,0,0
21,57,0,Kyle Weatherman,0,-824,1,0,0,0,0,0,0
21,58,0,Ryan Truex,0,-824,0,0,0,0,0,0,0
22,1,1,Kyle Busch,851,0,22,0,4,11,18,8,28
22,2,-1,Joey Logano,838,-13,22,3,2,9,14,7,17
22,3,0,Kevin Harvick,777,-74,22,4,1,6,14,4,9
22,4,0,Denny Hamlin,771,-80,22,0,3,11,14,3,18
22,5,0,"Martin Truex, Jr.",753,-98,22,0,4,9,14,2,22
22,6,0,Brad Keselowski,728,-123,22,1,3,7,12,4,19
22,7,0,Kurt Busch,679,-172,22,0,1,5,12,1,6
22,8,0,Chase Elliott,676,-175,22,3,2,7,8,4,14
22,9,0,Aric Almirola,640,-211,22,1,0,1,10,1,1
22,10,0,Ryan Blaney,633,-218,22,1,0,7,10,2,2
22,11,0,Alex Bowman,623,-228,22,0,1,4,6,0,5
22,12,0,William Byron,604,-247,22,3,0,2,7,1,1
22,13,0,Erik Jones,598,-253,22,0,0,8,12,0,0
22,14,0,Kyle Larson,590,-261,22,1,0,4,9,3,3
22,15,0,Clint Bowyer,556,-295,22,0,0,5,9,0,0
22,16,1,Jimmie Johnson,544,-307,22,1,0,3,8,1,1
22,17,-1,Ryan Newman,544,-307,22,0,0,1,8,0,0
22,18,0,Daniel Suarez,521,-330,22,1,0,2,7,0,0
22,19,0,Paul Menard,483,-368,22,0,0,0,2,0,0
22,20,0,"Ricky Stenhouse, Jr.",466,-385,22,0,0,1,2,0,0
22,21,0,Chris Buescher,463,-388,22,0,0,0,4,0,0
22,22,0,Austin Dillon,410,-441,22,3,0,0,3,2,2
22,23,1,Matt DiBenedetto,380,-471,22,0,0,2,4,0,0
22,24,-1,Ty Dillon,357,-494,22,0,0,1,2,2,2
22,25,0,Daniel Hemric,341,-510,22,0,0,1,2,0,0
22,26,1,Michael McDowell,287,-564,22,0,0,1,1,0,0
22,27,1,Bubba Wallace,271,-580,22,0,0,0,0,0,0
22,28,-2,Ryan Preece,269,-582,22,0,0,1,2,0,0
22,29,0,Corey LaJoie,250,-601,22,0,0,0,1,0,0
22,30,0,David Ragan,235,-616,22,0,0,0,0,0,0
22,31,0,Matt Tifft,231,-620,22,0,0,0,1,0,0
22,32,0,Reed Sorenson,67,-784,13,0,0,0,0,0,0
22,33,0,Quin Houff,58,-793,13,0,0,0,0,0,0
22,34,0,JJ Yeley,29,-822,3,0,0,0,0,0,0
22,35,0,Jamie McMurray,19,-832,1,0,0,0,0,0,0
22,36,0,Andy Seuss,9,-842,1,0,0,0,0,0,0
22,37,0,Austin Theriault,5,-846,2,0,0,0,0,0,0
22,38,0,Stanton Barrett,2,-849,1,0,0,0,0,0,0
22,39,0,Casey Mears,1,-850,1,0,0,0,0,0,0
22,40,0,Justin Haley,0,-851,3,0,1,1,1,0,0
22,41,0,Brendan Gaughan,0,-851,3,0,0,0,1,0,0
22,42,0,Tyler Reddick,0,-851,2,0,0,0,1,0,0
22,43,0,Ross Chastain,0,-851,21,0,0,0,1,0,0
22,44,0,Landon Cassill,0,-851,22,0,0,0,0,0,0
22,45,0,Parker Kligerman,0,-851,9,0,0,0,0,0,0
22,46,0,BJ McLeod,0,-851,11,0,0,0,0,0,0
22,47,0,Jeffrey Earnhardt,0,-851,1,0,0,0,0,0,0
22,48,0,Bayley Currey,0,-851,9,0,0,0,0,0,0
22,49,0,Joey Gase,0,-851,6,0,0,0,0,0,0
22,50,0,Cody Ware,0,-851,12,0,0,0,0,0,0
22,51,0,Garrett Smithley,0,-851,4,0,0,0,0,0,0
22,52,0,Jeb Burton,0,-851,2,0,0,0,0,0,0
22,53,1,Josh Bilicki,0,-851,4,0,0,0,0,0,0
22,54,-1,DJ Kennington,0,-851,1,0,0,0,0,0,0
22,55,0,Timmy Hill,0,-851,3,0,0,0,0,0,0
22,56,0,Gray Gaulding,0,-851,1,0,0,0,0,0,0
22,57,0,Kyle Weatherman,0,-851,1,0,0,0,0,0,0
22,58,0,Ryan Truex,0,-851,0,0,0,0,0,0,0
23,1,0,Kyle Busch,892,0,23,0,4,11,19,9,29
23,2,0,Joey Logano,872,-20,23,3,2,9,14,7,17
23,3,0,Kevin Harvick,822,-70,23,4,2,7,15,4,14
23,4,0,Denny Hamlin,815,-77,23,0,3,12,15,3,18
23,5,0,"Martin Truex, Jr.",805,-87,23,0,4,10,15,3,23
23,6,0,Brad Keselowski,754,-138,23,2,3,7,12,4,19
23,7,1,Chase Elliott,711,-181,23,3,2,7,9,4,14
23,8,-1,Kurt Busch,701,-191,23,0,1,5,12,1,6
23,9,1,Ryan Blaney,654,-238,23,1,0,7,10,2,2
23,10,1,Alex Bowman,653,-239,23,0,1,4,7,0,5
23,11,-2,Aric Almirola,645,-247,23,1,0,1,10,1,1
23,12,0,William Byron,642,-250,23,3,0,2,8,1,1
23,13,1,Kyle Larson,624,-268,23,1,0,5,10,3,3
23,14,-1,Erik Jones,623,-269,23,0,0,8,12,0,0
23,15,2,Ryan Newman,569,-323,23,0,0,1,8,0,0
23,16,-1,Clint Bowyer,559,-333,23,0,0,5,9,0,0
23,17,1,Daniel Suarez,553,-339,23,1,0,3,8,0,0
23,18,-2,Jimmie Johnson,547,-345,23,1,0,3,8,1,1
23,19,0,Paul Menard,506,-386,23,0,0,0,2,0,0
23,20,1,Chris Buescher,486,-406,23,0,0,0,4,0,0
23,21,-1,"Ricky Stenhouse, Jr.",475,-417,23,0,0,1,2,0,0
23,22,0,Austin Dillon,434,-458,23,3,0,0,3,2,2
23,23,0,Matt DiBenedetto,397,-495,23,0,0,2,4,0,0
23,24,0,Ty Dillon,383,-509,23,0,0,1,2,2,2
23,25,0,Daniel Hemric,352,-540,23,0,0,1,2,0,0
23,26,0,Michael McDowell,302,-590,23,0,0,1,1,0,0
23,27,1,Ryan Preece,299,-593,23,0,0,1,3,0,0
23,28,-1,Bubba Wallace,281,-611,23,0,0,0,0,0,0
23,29,0,Corey LaJoie,266,-626,23,0,0,0,1,0,0
23,30,0,David Ragan,256,-636,23,0,0,0,0,0,0
23,31,0,Matt Tifft,243,-649,23,0,0,0,1,0,0
23,32,0,Reed Sorenson,67,-825,13,0,0,0,0,0,0
23,33,0,Quin Houff,64,-828,14,0,0,0,0,0,0
23,34,0,JJ Yeley,29,-863,3,0,0,0,0,0,0
23,35,0,Jamie McMurray,19,-873,1,0,0,0,0,0,0
23,36,1,Austin Theriault,10,-882,3,0,0,0,0,0,0
23,37,-1,Andy Seuss,9,-883,1,0,0,0,0,0,0
23,38,0,Stanton Barrett,2,-890,1,0,0,0,0,0,0
23,39,0,Casey Mears,1,-891,1,0,0,0,0,0,0
23,40,0,Justin Haley,0,-892,3,0,1,1,1,0,0
23,41,0,Brendan Gaughan,0,-892,3,0,0,0,1,0,0
23,42,0,Tyler Reddick,0,-892,2,0,0,0,1,0,0
23,43,0,Ross Chastain,0,-892,22,0,0,0,1,0,0
23,44,0,Landon Cassill,0,-892,23,0,0,0,0,0,0
23,45,0,Parker Kligerman,0,-892,9,0,0,0,0,0,0
23,46,0,BJ McLeod,0,-892,11,0,0,0,0,0,0
23,47,0,Jeffrey Earnhardt,0,-892,1,0,0,0,0,0,0
23,48,0,Bayley Currey,0,-892,9,0,0,0,0,0,0
23,49,0,Joey Gase,0,-892,7,0,0,0,0,0,0
23,50,0,Cody Ware,0,-892,13,0,0,0,0,0,0
23,51,0,Garrett Smithley,0,-892,5,0,0,0,0,0,0
23,52,0,Jeb Burton,0,-892,2,0,0,0,0,0,0
23,53,0,Josh Bilicki,0,-892,4,0,0,0,0,0,0
23,54,0,DJ Kennington,0,-892,1,0,0,0,0,0,0
23,55,0,Timmy Hill,0,-892,3,0,0,0,0,0,0
23,56,0,Gray Gaulding,0,-892,1,0,0,0,0,0,0
23,57,0,Kyle Weatherman,0,-892,1,0,0,0,0,0,0
23,58,0,Spencer Boyd,0,-892,1,0,0,0,0,0,0
23,59,-1,Ryan Truex,0,-892,1,0,0,0,0,0,0
24,1,0,Kyle Busch,932,0,24,0,4,12,20,9,29
24,2,0,Joey Logano,893,-39,24,3,2,9,14,7,17
24,3,1,Denny Hamlin,855,-77,24,1,4,13,16,3,23
24,4,1,"Martin Truex, Jr.",838,-94,24,0,4,10,15,3,23
24,5,-2,Kevin Harvick,830,-102,24,4,2,7,15,4,14
24,6,0,Brad Keselowski,794,-138,24,2,3,8,13,4,19
24,7,0,Chase Elliott,757,-175,24,3,2,8,10,4,14
24,8,0,Kurt Busch,741,-191,24,0,1,5,13,2,7
24,9,0,Ryan Blaney,686,-246,24,1,0,7,11,2,2
24,10,0,Alex Bowman,675,-257,24,0,1,4,7,0,5
24,11,2,Kyle Larson,665,-267,24,1,0,5,11,4,4
24,12,0,William Byron,664,-268,24,3,0,2,8,1,1
24,13,-2,Aric Almirola,654,-278,24,1,0,1,10,1,1
24,14,0,Erik Jones,646,-286,24,0,0,8,12,0,0
24,15,0,Ryan Newman,603,-329,24,0,0,1,8,0,0
24,16,1,Daniel Suarez,591,-341,24,1,0,3,9,0,0
24,17,-1,Clint Bowyer,589,-343,24,0,0,5,10,0,0
24,18,0,Jimmie Johnson,565,-367,24,1,0,3,8,1,1
24,19,0,Paul Menard,520,-412,24,0,0,0,2,0,0
24,20,0,Chris Buescher,506,-426,24,0,0,0,4,0,0
24,21,0,"Ricky Stenhouse, Jr.",479,-453,24,0,0,1,2,0,0
24,22,1,Matt DiBenedetto,438,-494,24,0,0,3,5,0,0
24,23,-1,Austin Dillon,427,-505,24,3,0,0,3,2,2
24,24,0,Ty Dillon,400,-532,24,0,0,1,2,2,2
24,25,0,Daniel Hemric,369,-563,24,0,0,1,2,0,0
24,26,1,Ryan Preece,318,-614,24,0,0,1,3,0,0
24,27,1,Bubba Wallace,304,-628,24,0,0,0,0,0,0
24,28,-2,Michael McDowell,303,-629,24,0,0,1,1,0,0
24,29,0,Corey LaJoie,279,-653,24,0,0,0,1,0,0
24,30,0,David Ragan,257,-675,24,0,0,0,0,0,0
24,31,0,Matt Tifft,253,-679,24,0,0,0,1,0,0
24,32,1,Quin Houff,71,-861,15,0,0,0,0,0,0
24,33,-1,Reed Sorenson,68,-864,14,0,0,0,0,0,0
24,34,0,JJ Yeley,38,-894,4,0,0,0,0,0,0
24,35,0,Jamie McMurray,19,-913,1,0,0,0,0,0,0
24,36,0,Austin Theriault,10,-922,3,0,0,0,0,0,0
24,37,0,Andy Seuss,9,-923,1,0,0,0,0,0,0
24,38,0,Stanton Barrett,2,-930,1,0,0,0,0,0,0
24,39,0,Casey Mears,1,-931,1,0,0,0,0,0,0
24,40,0,Justin Haley,0,-932,3,0,1,1,1,0,0
24,41,0,Brendan Gaughan,0,-932,3,0,0,0,1,0,0
24,42,0,Tyler Reddick,0,-932,2,0,0,0,1,0,0
